city,state,zipcode,name,open_now,place_id,price_level,rating,user_ratings_total,searched_keyword,searched_zipcode,location_lat,location_lng,compound_code,global_code,art_gallery,atm,bakery,bar,beauty_salon,bicycle_store,book_store,cafe,car_dealer,car_repair,car_wash,clothing_store,convenience_store,department_store,drugstore,electronics_store,establishment,finance,florist,food,funeral_home,furniture_store,gas_station,general_contractor,grocery_or_supermarket,hair_care,hardware_store,health,home_goods_store,jewelry_store,laundry,liquor_store,local_government_office,locksmith,lodging,meal_delivery,meal_takeaway,movie_rental,night_club,park,parking,pet_store,pharmacy,point_of_interest,premise,restaurant,school,shoe_store,shopping_mall,spa,storage,store,supermarket,tourist_attraction,travel_agency
New York,NY,10028,Starbucks,True,ChIJ2VNlQrxYwokRA8ALq2N-w54,2.0,4.1,112,coffee shops,10028,40.777487,-73.955203,Q2GV+XW New York,87G8Q2GV+XW,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10028,Starbucks,True,ChIJeV-03pdYwokR3Wbt-TifWyM,2.0,4.3,522,coffee shops,10028,40.779854,-73.959735,Q2HR+W4 New York,87G8Q2HR+W4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10028,Starbucks,True,ChIJI0SOTbhYwokRY4MRDLaDhSw,2.0,4.2,190,coffee shops,10028,40.772464,-73.9500657,Q2CX+XX New York,87G8Q2CX+XX,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10028,Dunkin',True,ChIJyyaFa6VYwokRD7UFzqkfoWc,1.0,3.8,39,coffee shops,10028,40.7744021,-73.9485837,Q3F2+QH New York,87G8Q3F2+QH,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
New York,NY,10128,DTUT,True,ChIJl3qYOKVYwokRLDYvw9DQOKc,2.0,4.5,661,coffee shops,10028,40.7808164,-73.9493786,Q3J2+86 New York,87G8Q3J2+86,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10028,Irving Farm New York,False,ChIJBeFAfb5YwokR3-rsq_MxtNc,2.0,4.2,346,coffee shops,10028,40.7755224,-73.95667519999999,Q2GV+68 New York,87G8Q2GV+68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10028,Ateaz Organic Coffee & Tea,True,ChIJvymQxsJZwokRdTymomBLQYg,,4.5,144,coffee shops,10028,40.775203,-73.95397899999999,Q2GW+3C New York,87G8Q2GW+3C,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
New York,NY,10028,Dunkin',True,ChIJh5sK_7xYwokREu88vfx2JSw,1.0,3.1,85,coffee shops,10028,40.7785734,-73.9564874,Q2HV+CC New York,87G8Q2HV+CC,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
New York,NY,10075,Starbucks,True,ChIJB1F_t75YwokRBrd_nLSTOKc,2.0,4.1,229,coffee shops,10028,40.774185,-73.95467,Q2FW+M4 New York,87G8Q2FW+M4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10128,Starbucks,True,ChIJkyhPxbxYwokRRU5HYBZRuqg,2.0,4.0,377,coffee shops,10028,40.78014,-73.955308,Q2JV+3V New York,87G8Q2JV+3V,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10128,Starbucks,True,ChIJodQ9BrBYwokRuorDM-Kdb7o,2.0,4.1,171,coffee shops,10028,40.77916,-73.947468,Q3H3+M2 New York,87G8Q3H3+M2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,Duane Reade,True,ChIJITnTVgL2wokRpP1cU5mK35g,2.0,3.1,52,stores,10029,40.7913539,-73.94461919999999,Q3R4+G5 New York,87G8Q3R4+G5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,Easy Shopping,True,ChIJdbtU7QL2wokRBJeuP1Gpdf4,,3.9,35,stores,10029,40.790645,-73.94574999999999,Q3R3+7P New York,87G8Q3R3+7P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,Sprint Store,True,ChIJGbWM-wL2wokRNyYTFWirGNc,2.0,3.3,43,stores,10029,40.791374,-73.9452589,Q3R3+GV New York,87G8Q3R3+GV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,CVS,True,ChIJ53Dh__9ZwokR7jMWeIT-jG4,,2.8,60,stores,10029,40.78642079999999,-73.9508323,Q2PX+HM New York,87G8Q2PX+HM,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,Vinyl Wine,True,ChIJJwtyuKdYwokRYr-ZFpORym8,,4.8,45,stores,10029,40.7860907,-73.9505815,Q2PX+CQ New York,87G8Q2PX+CQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,Third Ave Hardware,True,ChIJcQlqvAP2wokRf_0ao3ms1ns,,4.0,70,stores,10029,40.7925473,-73.9437635,Q3V4+2F New York,87G8Q3V4+2F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,LoansRus,True,ChIJsaa4Awb2wokRPvO3rRbH8KE,,4.6,285,stores,10029,40.7982886,-73.9413792,Q3X5+8C New York,87G8Q3X5+8C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,SNIPES,True,ChIJnyYnH6hYwokRJCwmllPmRbM,,4.4,175,stores,10029,40.789402,-73.9466822,Q3Q3+Q8 New York,87G8Q3Q3+Q8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
New York,NY,10029,Walgreens,True,ChIJ__-_VgL2wokR8wAJuRCq9Vs,2.0,2.3,3,stores,10029,40.7912051,-73.94457539999999,Q3R4+F5 New York,87G8Q3R4+F5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,Duane Reade,True,ChIJI-XXlx32wokRwErMTqZBcyY,2.0,3.7,31,stores,10029,40.7912752,-73.95146249999999,Q2RX+GC New York,87G8Q2RX+GC,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,Verizon Authorized Retailer – Russell Cellular,True,ChIJRQ2cKaFYwokRulDxqTJxISc,2.0,3.4,34,stores,10029,40.78779129999999,-73.95392129999999,Q2QW+4C New York,87G8Q2QW+4C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,GameStop,True,ChIJ-Us1pwj2wokR6qhn9wFNp3I,2.0,4.2,297,stores,10029,40.7984514,-73.9407573,Q3X5+9M New York,87G8Q3X5+9M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,Rite Aid,True,ChIJwxTEcalYwokRiIwBg8OmdIc,2.0,3.8,26,stores,10029,40.7860921,-73.9430027,Q3P4+CQ New York,87G8Q3P4+CQ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,Mercedes Liquor Store,True,ChIJ98yfQR32wokRmJUFjqsZHDo,,4.3,81,stores,10029,40.790796,-73.9490617,Q3R2+89 New York,87G8Q3R2+89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,Edible Arrangements,True,ChIJsWhP1KdYwokRbYRHvQjCJ9g,,3.4,42,stores,10029,40.7874194,-73.9480621,Q3P2+XQ New York,87G8Q3P2+XQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,7-Eleven,True,ChIJKVv3ygL2wokR95C9--tJHvw,1.0,2.5,21,stores,10029,40.7908795,-73.94747679999999,Q3R3+92 New York,87G8Q3R3+92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,Save-A-Thon Stores,True,ChIJBSZjiwL2wokRCExhbchyL_g,,4.3,348,stores,10029,40.79041840000001,-73.945235,Q3R3+5W New York,87G8Q3R3+5W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,106 Flower Shop,True,ChIJp7WN_QL2wokRvhGIFKukZfU,,3.5,34,stores,10029,40.7916235,-73.9454166,Q3R3+JR New York,87G8Q3R3+JR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,7-Eleven,True,ChIJsf-hvwf2wokRUzuXKWqDPMQ,1.0,3.8,23,stores,10029,40.796777,-73.9376865,Q3W6+PW New York,87G8Q3W6+PW,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,Regine Fashion Inc,True,ChIJlUEX8gL2wokRgLuga3xEXJI,,4.0,29,stores,10029,40.7908598,-73.9454248,Q3R3+8R New York,87G8Q3R3+8R,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,Earl's Beer and Cheese,True,ChIJbXB25KZYwokRDPPpjiXlUKw,2.0,4.6,638,restaurant,10029,40.7873167,-73.95165279999999,Q2PX+W8 New York,87G8Q2PX+W8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
New York,NY,10029,Lexington Pizza Parlour,True,ChIJl8RU8KdYwokR-qIHZgkqnkU,2.0,4.4,216,restaurant,10029,40.789228,-73.948695,Q3Q2+MG New York,87G8Q3Q2+MG,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
New York,NY,10029,Malii Thai Kitchen,True,ChIJS912DgL2wokRC1HaCL5Jjr4,2.0,4.5,225,restaurant,10029,40.78942199999999,-73.942945,Q3Q4+QR New York,87G8Q3Q4+QR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
New York,NY,10029,Ricardo Steak House,True,ChIJNT3RSgH2wokR2ZqvHjeklRk,2.0,4.5,1726,restaurant,10029,40.7935083,-73.9406611,Q3V5+CP New York,87G8Q3V5+CP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
New York,NY,10029,Cascalote,True,ChIJ7yuPRgH2wokRsNJqsaAqjU4,2.0,4.6,213,restaurant,10029,40.792684,-73.940648,Q3V5+3P New York,87G8Q3V5+3P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
New York,NY,10029,El Nuevo Caribeño,True,ChIJN4ew3gL2wokRdRaNkVc3-Uw,1.0,4.2,373,restaurant,10029,40.791605,-73.9465809,Q3R3+J9 New York,87G8Q3R3+J9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
New York,NY,10029,Chu Ros Thai,True,ChIJ9cDJoZZZwokR5g5AzIbsXQQ,,4.7,46,restaurant,10029,40.7892879,-73.9487257,Q3Q2+PG New York,87G8Q3Q2+PG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
New York,NY,10029,Lupitas Restaurant,True,ChIJBxgL8adYwokRujaLj-vn8UQ,,4.2,184,restaurant,10029,40.7902426,-73.943091,Q3R4+3Q New York,87G8Q3R4+3Q,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
New York,NY,10029,East Harlem Bottling Co.,True,ChIJxbNEDQP2wokRIF9aZH8v7sw,2.0,4.6,429,restaurant,10029,40.7929306,-73.94554169999999,Q3V3+5Q New York,87G8Q3V3+5Q,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
New York,NY,10029,Alison Wine Bar - Oysters - Craft Beer - Coffee,True,ChIJ05f_AZ_3wokRYDq3ytLPLew,,4.9,54,restaurant,10029,40.7909561,-73.9469905,Q3R3+96 New York,87G8Q3R3+96,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
New York,NY,10029,Maxwell's Central Park,True,ChIJH58H0Rr2wokRGoC-L2Nm5RU,2.0,4.2,510,restaurant,10029,40.7974645,-73.94847750000001,Q3W2+XJ New York,87G8Q3W2+XJ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
New York,NY,10029,Nocciola Ristorante,True,ChIJG3Ux0Af2wokRTVZ-phoptd8,2.0,4.4,218,restaurant,10029,40.7975043,-73.9383816,Q3X6+2J New York,87G8Q3X6+2J,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
New York,NY,10029,Travertino,True,ChIJE1R0ZeX3wokRm8r7eoYxj4U,,5.0,18,restaurant,10029,40.79869009999999,-73.94243329999999,Q3X5+F2 New York,87G8Q3X5+F2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
New York,NY,10029,Naughty Crab,True,ChIJt3NIfwL3wokRH4iyqrT9udI,,4.6,62,restaurant,10029,40.7897487,-73.9478991,Q3Q2+VR New York,87G8Q3Q2+VR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
New York,NY,10029,Mountain Bird,True,ChIJo1svRnn2wokR-QDFrhEQZBU,2.0,4.8,184,restaurant,10029,40.7938199,-73.9398521,Q3V6+G3 New York,87G8Q3V6+G3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
New York,NY,10029,Burritos Y Mas NY,True,ChIJ9Qaa6KdYwokRJMTGbfJoU3A,1.0,4.4,157,restaurant,10029,40.788797,-73.948621,Q3Q2+GH New York,87G8Q3Q2+GH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
New York,NY,10029,La Chula Harlem,True,ChIJvdifqwj2wokR8zTCwfzeazo,1.0,4.5,522,restaurant,10029,40.7988377,-73.94167639999999,Q3X5+G8 New York,87G8Q3X5+G8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
New York,NY,10029,El Nuevo Caridad,True,ChIJx2a7xwf2wokRUP1l79z4rnQ,2.0,4.2,887,restaurant,10029,40.7969681,-73.938121,Q3W6+QQ New York,87G8Q3W6+QQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
New York,NY,10029,Quechua Nostra,True,ChIJ4yCxtAL2wokR3I4UitA11EE,1.0,4.4,106,restaurant,10029,40.7905885,-73.9477009,Q3R2+6W New York,87G8Q3R2+6W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
New York,NY,10029,La Fonda Boricua,True,ChIJGZFqAQP2wokRf6_pCfLV8dM,2.0,4.3,489,restaurant,10029,40.7919444,-73.945,Q3R4+Q2 New York,87G8Q3R4+Q2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
New York,NY,10029,Effy's Kitchen,True,ChIJ3RBuwqdYwokR0NRgWC0b30w,2.0,4.5,179,coffee shops,10029,40.788455,-73.948722,Q3Q2+9G New York,87G8Q3Q2+9G,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
New York,NY,10029,Starbucks,True,ChIJBVgKiaZYwokRmMiA0bhFd4A,2.0,3.9,438,coffee shops,10029,40.78595199999999,-73.95069,Q2PX+9P New York,87G8Q2PX+9P,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,Dear Mama Coffee,True,ChIJN1RKagH2wokRZe91BcmFWm8,2.0,4.7,373,coffee shops,10029,40.7922916,-73.9406356,Q3R5+WP New York,87G8Q3R5+WP,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,Perk Kafe,True,ChIJo4vNrKhYwokRq0tOvcHacUA,2.0,4.5,161,coffee shops,10029,40.7845378,-73.9471034,Q3M3+R5 New York,87G8Q3M3+R5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,Side Park Cafe,True,ChIJbT0gUBz2wokRw5p0Xcbb7Ts,,4.0,46,coffee shops,10029,40.7929961,-73.9517493,Q2VX+58 New York,87G8Q2VX+58,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
New York,NY,10029,Frenchy Coffee NYC,False,ChIJaz4QVx32wokRfpu9QxuGV-w,,4.7,181,coffee shops,10029,40.7898734,-73.9483415,Q3Q2+WM New York,87G8Q3Q2+WM,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,Dunkin',True,ChIJbQ4shqRYwokRrqOwwJIVvpA,1.0,4.1,211,coffee shops,10029,40.7877132,-73.9535207,Q2QW+3H New York,87G8Q2QW+3H,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
New York,NY,10029,Dunkin',True,ChIJ56GeZAT2wokRVyg5X4oDJOQ,1.0,3.8,253,coffee shops,10029,40.7928995,-73.94403729999999,Q3V4+59 New York,87G8Q3V4+59,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
New York,NY,10128,Starbucks,True,ChIJ_bznMKFYwokRfmZ8NGzUzDE,2.0,4.1,483,coffee shops,10029,40.787135,-73.954438,Q2PW+V6 New York,87G8Q2PW+V6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,The Lexington Social,True,ChIJN4oIswL2wokRrQgDHGjrqGw,2.0,4.3,215,coffee shops,10029,40.7905807,-73.9477089,Q3R2+6W New York,87G8Q3R2+6W,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
New York,NY,10029,Pasteles Capy,True,ChIJn5NryQf2wokRSwrBS5begFE,2.0,4.2,126,coffee shops,10029,40.7971268,-73.93846769999999,Q3W6+VJ New York,87G8Q3W6+VJ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10128,Starbucks,True,ChIJBY4em6VYwokRtXURr3IcW-8,2.0,4.2,244,coffee shops,10029,40.78272,-73.94847399999999,Q3M2+3J New York,87G8Q3M2+3J,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
New York,NY,10029,PABADE CAFE AND BAKERY,False,ChIJA5NdQqn3wokRr1r5sTBrJZs,,4.9,56,coffee shops,10029,40.7950824,-73.94473049999999,Q3W4+24 New York,87G8Q3W4+24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
