zipcode,population,population_density_square_miles,housing_units,home_price_to_income_ratios
10512,24716,452.9,10255,3.1336339266456457
10514,12389,966.0,4185,3.839184643261427
10516,5542,175.9,2502,4.938691766902306
10517,420,1279.5,175,5.55039060873909
10518,1231,357.1,447,3.8647196792010288
10519,220,295.7,125,3.750631844987363
10520,13152,955.4,5490,5.0563073720071925
10522,11027,4539.3,3858,4.6549246445258055
10523,9077,2511.0,3230,4.474164133738602
10524,4227,203.2,1715,3.7053071827085664
10526,1572,477.4,682,3.9459145793753625
10527,774,316.6,267,3.842607204965869
10528,13128,3430.8,4753,6.2310709498038825
10530,12791,3341.7,6099,3.7751454276445777
10532,4968,2613.2,1737,5.49275464620287
10533,7551,2123.9,2917,4.875070253467572
10536,10853,423.5,3891,4.202851569386861
10537,2106,1955.5,983,2.372331854670407
10538,16545,4602.7,5940,5.500892691196431
10541,26656,1070.9,9527,3.5158216636521287
10543,20715,5070.4,7924,6.302207336265687
10546,1496,1332.1,513,3.456461731493099
10547,7737,1530.3,2624,3.1277342190433313
10548,3817,1629.3,1461,4.2809435839136
10549,16465,858.1,6278,5.086340794883508
10550,37817,19057.2,14663,7.421541028047128
10552,19569,11806.5,8932,4.999529740551144
10553,10429,15060.7,3712,5.0281908865789
10560,4825,231.4,2070,4.328888093320207
10562,31772,2303.0,11710,5.2009948823460475
10566,23951,5478.5,10658,5.236324817786939
10567,20563,928.9,7198,3.1810696021496057
10570,12893,1978.0,4409,4.965624883867851
10573,38861,7097.0,13373,6.365185636031649
10576,4891,217.4,2220,4.341322454530002
10577,6373,946.5,890,5.3587912115034335
10578,868,548.1,280,4.636304653426089
10579,8483,258.8,3815,3.783132530120482
10580,17391,2049.6,6375,7.504174122074716
10583,40013,3236.7,14595,4.610598711934483
10588,2808,1438.5,1205,3.4110668882105184
10589,8751,1094.5,4062,4.527358846947375
10590,7060,523.1,2935,3.8653418277801577
10591,23077,2334.4,9158,6.242985556802568
10594,5215,2086.6,1667,4.226625429086089
10595,8341,1402.2,2456,5.560082572794437
10596,1310,2107.6,582,3.3571039098499993
10597,851,254.9,395,3.527585889656441
10598,29492,1112.1,11229,3.5076873670266147
10601,11612,18312.1,6135,5.561243982578131
10603,17843,5422.4,7194,4.231099439422251
10604,11045,1626.3,4196,7.077445246125603
10605,18643,3669.1,7663,5.719979533029919
10606,16600,10988.8,6016,6.912696226934728
10607,7194,3242.0,2469,3.78156665985576
10701,59312,13989.2,25782,7.769474180300276
10703,21854,12510.3,8085,5.392826113938191
10704,32223,12062.8,13126,5.659810018451445
10705,40733,18408.6,15405,8.224145035022662
10706,8734,3018.2,3379,4.61658841940532
10707,10316,7946.2,4225,5.6261647225864975
10708,21935,7126.0,9754,3.858713450292398
10709,9663,7091.2,3959,5.483183827959909
10710,26410,5765.6,10614,5.047857793983591
10801,41759,12220.3,15286,7.435655946517624
10803,12544,5732.1,4210,5.045379645855674
10804,14753,3404.0,5258,3.8107554243819517
10805,19215,11135.8,7884,4.9160822519912095
10901,23538,1306.8,9371,4.102606951871658
10913,5610,1358.6,1645,3.66233303650935
10914,395,161.7,177,2.689275218531797
10916,4361,215.9,1475,3.2546442289744872
10917,1855,500.8,607,3.098861047835991
10918,12287,373.2,4183,2.944100697896657
10919,1491,362.2,500,2.3486927913722284
10920,9008,2157.3,3085,3.8170115339755495
10921,3911,482.2,1492,3.072647609229149
10922,1562,672.4,718,2.93971618922258
10923,8244,4191.8,2702,4.230870004616402
10924,13389,349.2,4780,3.1974145637076257
10925,3878,984.7,2376,2.8696160248707403
10926,3467,668.9,1461,2.844031007751938
10927,12081,6144.4,3816,4.046563192904657
10928,4057,748.1,2005,2.64
10930,8990,647.7,3131,2.3827138836558337
10931,1017,159.1,375,4.492256434147925
10933,422,386.4,178,2.6485106742047084
10940,49068,756.1,20361,3.418775563413561
10941,13176,411.4,5204,3.500054752518616
10950,50895,1398.2,13848,4.204235552017955
10952,41834,4584.6,9644,10.654839735661024
10954,23354,3394.5,8803,3.6661053189275106
10956,31619,1954.8,10720,3.7172629541550073
10958,3365,147.2,1177,2.8863911670671407
10960,15684,3748.8,6901,5.85175858701152
10962,5314,906.7,1819,4.257757166186966
10963,4276,337.4,1129,2.865179124162248
10964,1283,525.2,604,5.544519560411393
10965,15517,2955.4,5757,4.074107546317216
10968,2363,4068.3,1257,5.0447885563502535
10969,1379,123.6,474,2.7374181988158304
10970,10055,729.7,3793,3.6139688946410162
10973,2123,252.9,738,2.944638278195805
10974,3175,342.0,1194,3.2803889110072713
10976,2357,2052.7,731,6.6442270058708415
10977,64882,5856.3,17004,7.335207181068093
10980,13943,571.9,5204,3.4722156358773484
10983,6178,3037.9,2029,4.302040816326531
10984,2780,1736.1,887,2.980319375169161
10985,189,735.2,54,1.5248973845114482
10986,1791,165.8,580,3.1063900414937757
10987,3342,90.1,1530,4.515128153879831
10988,889,286.2,414,2.824433137380823
10989,9300,1885.7,3714,3.5179946833889986
10990,20010,328.9,7857,3.3505332636127747
10992,8951,807.1,3347,2.711340206185567
10993,5433,4699.5,1655,4.748907217310469
10994,7326,1199.7,2621,3.356433107279125
10998,3157,169.1,1105,3.5266708624554197
11001,27867,12496.6,9508,5.098766115199469
11003,45263,10900.8,12988,3.9748094269452836
11004,15234,16044.7,5359,5.652028449010868
11005,1749,9533.7,1613,10.424967853571031
11010,25068,10553.0,8131,4.2569204787429324
11020,5728,2916.2,1982,6.999514484544425
11021,18185,7790.1,8536,6.2861752546132905
11023,9215,5564.3,3048,7.688602150537634
11024,8101,2298.9,2309,15.47764705882353
11030,18578,2780.0,6808,6.807580720136355
11040,41877,8749.4,13223,4.918072327903649
11050,30132,3016.3,12121,6.679148520493305
11096,8311,6727.8,2654,6.6166523182880335
11101,30043,11539.2,16814,14.133227306092488
11102,30800,39056.5,16259,9.583717046217242
11103,36140,50794.4,18016,11.095090779288045
11104,26119,67304.0,12690,7.803293672167001
11105,37382,22221.8,17396,10.93443664733163
11106,38363,44876.4,19074,8.969750247241103
11109,5981,120172.5,4066,5.366444579043004
11201,62823,44643.3,30741,7.327434477903293
11203,75451,35174.8,30926,8.725159428203678
11204,76978,48471.8,25732,16.581299588229385
11205,46064,48748.8,17664,12.608450306835014
11206,88349,61590.7,32775,17.99802219536315
11207,91972,34421.0,37265,12.630561447788846
11208,98660,27577.5,36961,11.445265509537721
11209,67809,31953.0,33223,10.42121857454988
11210,67040,40836.5,24128,9.455235204855843
11211,102624,44382.0,42322,14.080730080730081
11212,76527,49732.1,34885,16.212508098631808
11213,66295,60798.8,27467,18.61184368257013
11214,92946,42853.4,33770,13.164079125108714
11215,70156,32256.2,30920,9.212432130632854
11216,56308,60233.5,27273,17.566793737013466
11217,41407,55210.7,19287,10.834373428214825
11218,74508,52159.7,26025,10.82042786141324
11219,90036,60750.6,27060,22.00534419137295
11220,95643,54809.2,30370,17.58321119819877
11221,83835,60603.8,34797,15.64412896536598
11222,36492,23779.0,18656,9.613328476930127
11223,81789,39441.7,30438,15.01157499800431
11224,46707,29449.7,20334,11.662793154447495
11225,58882,66617.0,25461,13.894955425870895
11226,100277,77771.1,40323,11.150388073464997
11228,44994,30556.6,16476,12.7313689976587
11229,83615,38722.5,33104,9.99457887733478
11230,89075,48393.7,32611,15.554792999737591
11231,37845,26621.3,16878,12.659036252781576
11232,27602,23174.4,9287,12.45301000688304
11233,76819,56952.7,32088,18.687730228188585
11234,95666,12910.5,33947,6.836693325470829
11235,78128,34812.0,35319,10.169781872168716
11236,100331,27877.3,35587,7.650475106769718
11237,49310,50124.0,17987,12.677727423025305
11238,54540,49287.9,26697,10.375027808025104
11239,13244,21455.7,6962,18.425324675324674
11354,55200,25342.4,22500,11.727058823529411
11355,80853,46594.6,30432,14.632591118932844
11356,23362,14815.5,8202,10.353264014018151
11357,39902,14196.3,15973,8.086860192255006
11358,37190,19084.4,13993,11.380786039407823
11360,19621,14080.8,9501,6.057511546406109
11361,27246,15432.4,11086,7.9464878270285375
11362,18721,7397.8,7484,5.847395862532937
11363,6952,8081.9,2737,7.727689136575311
11364,36806,14915.3,14231,6.999792175403959
11365,44983,18002.2,16238,9.954424439330355
11366,14650,13403.3,5028,9.231548297252816
11367,41824,17756.9,15802,8.280254777070065
11368,112425,42754.6,30734,10.488808394196507
11369,34118,31291.4,12931,10.47652482400547
11370,32514,21817.0,10406,10.313680911855972
11372,61844,83481.2,26057,5.7641487682457475
11373,93967,61733.7,33886,10.65783560947971
11374,42653,45228.0,20974,5.721885340637419
11375,73488,36942.9,35281,4.905515134960642
11377,86421,34068.8,33753,9.273811611997894
11378,37279,14466.8,13871,8.25412842785649
11379,37851,18243.3,14614,7.803764836571318
11385,106717,29513.3,38325,8.052753214043536
11411,20759,17772.7,6482,4.6047165590848085
11412,37458,22742.1,11871,5.440859941159239
11413,42443,13672.9,13115,5.175849126546499
11414,29219,12637.7,11409,7.038577489950871
11415,19372,34228.7,9521,5.097080270594781
11416,27125,40992.1,7768,7.780791864929367
11417,31927,28529.5,9764,6.563249073872304
11418,38517,23607.6,11769,7.848880877272045
11419,49618,44324.6,13338,6.792979882057504
11420,48489,23340.9,14180,7.036448212918801
11421,41002,31780.5,12746,6.627258346515694
11422,32082,16006.8,10356,4.918473693057657
11423,31400,22185.5,10499,6.760026186206701
11426,20801,15418.1,6584,6.111280024323502
11427,24037,15203.6,7983,6.5432214639117205
11428,18929,22762.2,5973,6.4071425663848895
11429,27403,21179.7,7752,5.2198462277751085
11432,62053,28870.2,20030,10.44431724680714
11433,36489,23550.9,11574,7.987034413151918
11434,65791,20129.5,22575,6.468725384603019
11435,59296,38792.2,19742,6.137065817807321
11436,20077,25310.9,6008,5.270992264958401
11501,19393,9461.9,7791,4.963623684676152
11507,7286,6751.8,2513,5.180807480731099
11509,2153,2556.7,1296,5.313274336283186
11510,33484,7990.8,11149,3.5591802208512244
11514,4597,5124.5,1780,5.595347688438826
11516,7670,8771.7,2263,4.65096798212956
11518,10101,7350.9,4361,4.197558002438001
11520,43408,8652.1,14778,4.251976750274912
11530,28454,4011.4,9779,4.83505398572834
11542,27773,4169.3,10690,6.2880557576685945
11545,12390,1079.5,4506,5.280935287665769
11547,776,1784.2,268,6.431901840490798
11548,2963,3235.9,552,5.040426629967315
11550,57652,13535.3,17897,4.992433343214191
11552,25178,7367.5,7468,3.681589489958913
11553,25869,7365.7,6722,4.501252996295489
11554,37358,5977.8,12801,4.107726823332573
11557,7480,3700.4,2987,4.425633675675248
11558,8217,5526.0,3121,4.714995647526804
11559,8181,1963.6,3018,7.494252873563219
11560,6365,848.4,2577,5.74468085106383
11561,37662,9650.3,18365,5.184946393103377
11563,21965,9163.2,8440,4.555979787792403
11565,8696,7790.5,3233,3.680205145173298
11566,33401,6139.8,11655,3.5228664966157184
11568,4704,526.5,1208,10.4022604100569
11569,1080,2768.1,609,5.090027249377436
11570,27722,7534.3,10641,5.14162067129297
11572,29846,6270.9,10597,3.999270174463057
11575,16546,9292.8,4737,3.6773649067937546
11576,12099,2660.7,4799,5.870386872752973
11577,12808,4203.8,4629,5.724252301709842
11579,5209,4640.0,2070,5.5457586894539945
11580,43714,11210.5,13804,3.5982460948204986
11581,21275,7791.5,7233,4.163602941176471
11590,46560,6993.2,14842,4.3059082197511405
11596,10561,7925.2,3654,4.736662513787822
11598,13715,6886.3,4122,4.9373440689498755
11691,67094,24372.6,22126,10.022319977463324
11692,20991,20937.3,7411,8.674813737961113
11693,12919,13101.5,5453,5.229593982938197
11694,21354,15980.5,9492,8.043123888559574
11697,3540,1363.9,2553,5.511681791851709
11701,28149,6028.3,9152,4.133376715712857
11702,13788,1514.4,5504,3.613359262158171
11703,15952,5122.8,5642,3.4812327979917126
11704,40285,4992.8,13288,3.853966632996259
11705,7565,2123.7,2860,3.9718766104689687
11706,68773,4035.9,21406,3.763478020458944
11709,6708,4438.9,2705,5.0839583195062055
11710,34237,7006.8,11725,3.5915966767714185
11713,9710,1948.2,3726,4.486236031616245
11714,22714,5258.0,8288,4.013384195776668
11715,4832,2854.3,1735,3.4798565491352726
11716,9957,1140.2,3725,4.136298579764395
11717,63054,5780.9,14872,3.8414943921216147
11718,3069,3287.6,1166,4.060004720935722
11719,3604,595.7,1298,4.714563902838988
11720,28556,3496.5,9457,3.2382820974786113
11721,6086,2444.4,2484,4.360536106761668
11722,32524,4462.3,10359,3.7932525951557095
11724,3160,818.8,1083,4.429582281670873
11725,29578,3034.6,10170,3.679237199012223
11726,20558,8139.9,6350,4.042322300596853
11727,29823,3273.8,12224,3.6292865111315904
11729,27419,4376.2,9235,3.9929666807629816
11730,13860,1812.1,4849,3.2924025243383395
11731,30357,3619.6,10748,4.095910069361397
11732,3764,2460.9,1543,5.40561368657202
11733,16545,1401.6,6119,3.2887835315595155
11735,33454,3202.2,12120,3.8699338100024656
11738,17352,3253.9,5584,3.3408758152535607
11739,1027,1278.0,337,4.455033341030108
11740,9070,2445.9,3538,4.881777777777778
11741,27149,3631.9,9626,3.4636182525377097
11742,12566,2513.9,4653,3.452065101176098
11743,41938,1653.3,16596,4.878484777079897
11746,68491,2867.3,22940,4.338660564674511
11747,18922,1438.5,7934,5.066523535343678
11749,3345,1533.3,1069,3.327776554587488
11751,14559,3620.4,5428,3.5542866996867244
11752,9564,2576.0,3228,3.282776588815483
11753,12596,3248.0,4496,4.748349908377662
11754,18086,2452.4,7153,4.208530805687204
11755,12510,3853.8,4446,3.69988126769568
11756,43099,7803.9,13823,3.129009560862547
11757,44115,6522.3,15569,3.985096016050444
11758,53424,4863.2,19726,4.021590324465256
11762,22606,7388.3,7886,3.633981356507463
11763,29018,2097.8,9949,3.5748571428571427
11764,12723,1386.3,4569,3.5298703196940293
11765,723,295.5,297,8.409973382447554
11766,12414,2014.0,4342,3.8436943120486347
11767,15783,3776.2,5320,3.684573002754821
11768,21158,1400.2,8633,5.0291309592324245
11769,8706,2054.7,4043,4.3037077937637385
11770,57,130.9,1209,5.595854922279793
11771,9500,887.7,4170,6.569120560890108
11772,45964,2842.4,18508,4.136785488293609
11776,24666,3581.7,8420,3.5256601893373194
11777,8951,2048.8,3669,4.663083330366995
11778,11641,1701.1,4746,3.1337956023336315
11779,38063,3034.9,13136,3.6181579705044946
11780,15753,1363.7,6048,4.139475102616195
11782,14915,2687.6,6752,3.9487009437090546
11783,21265,5996.8,7144,3.565988360738976
11784,24992,4572.9,8281,3.3445953357758715
11786,6111,1061.7,1961,3.2669247474270606
11787,34099,2270.4,12423,3.8653893705780535
11788,16228,1887.0,6066,4.294911772258703
11789,8380,4925.0,3163,3.0994009047560827
11790,17694,2470.3,4940,3.325552556714567
11791,26121,2013.4,8642,4.061526802524541
11792,8688,881.7,3324,3.1698107608881108
11793,31238,3292.7,10661,3.504967279335965
11795,24982,4410.4,8121,3.608470555642131
11796,3826,2808.9,1185,3.7876543209876545
11797,8737,1700.8,3306,4.99943819892489
11798,15033,3153.6,4200,3.774554662722042
11801,40340,6079.6,13469,4.0272818908912775
11803,28018,4631.9,10043,3.9233197640608126
11804,4916,1705.0,1804,4.222657393026763
11901,27486,498.3,11924,4.839192574967303
11930,893,96.9,2517,14.763023269701614
11932,1138,131.8,2217,9.340890812301328
11933,7302,263.4,3995,5.465163486462009
11934,8006,1712.9,2758,3.972752160150569
11935,3199,313.4,2212,5.851137219940353
11937,15984,372.6,13340,7.887105177786735
11939,954,426.2,1119,7.755223436686743
11940,5404,977.4,2142,4.213014053146089
11941,2004,815.7,793,4.541512620384317
11942,4597,530.9,3054,6.450684773851997
11944,4121,1011.6,2789,7.906938775510204
11946,15145,1132.2,8655,5.862970974395091
11948,922,339.1,771,4.063608231121953
11949,14863,430.9,5311,4.355718771843799
11950,15884,3851.3,4950,2.9703470669244085
11951,12391,1846.0,5129,3.1836141514146874
11952,4841,512.2,2752,6.179586072029985
11953,13401,1307.6,5603,3.808450084555841
11954,3655,197.5,4631,9.343185205398937
11955,3785,1319.1,1919,6.192738104822478
11956,212,167.2,288,11.6040482462221
11957,782,120.9,899,11.441992882562278
11959,784,204.3,1571,14.357420080365348
11960,696,368.7,1090,9.381704700604642
11961,13330,1036.8,6105,4.257621951219512
11962,309,56.4,907,17.02128510638298
11963,7430,550.7,5950,9.758022686782581
11964,2054,219.1,2358,10.27985390513509
11965,690,244.2,910,6.74328486735336
11967,27649,2440.9,8782,3.1383004160489696
11968,10667,394.6,9552,9.631351351351352
11971,6235,563.4,4275,6.978989984028921
11972,1171,486.3,613,5.17985183422094
11975,223,78.3,699,11.948936170212766
11976,1996,162.6,2161,14.085371822137589
11977,2455,428.5,1754,6.955551422726427
11978,3058,242.6,3860,6.424237577841528
11980,5604,427.3,1871,3.100543394203108
12008,609,732.5,197,2.3929042412898287
12009,8036,153.9,3165,2.8901279255378944
12010,28221,215.9,13723,2.418032786885246
12015,3006,225.0,1487,2.8292239518236566
12017,376,18.8,319,3.6609780341317952
12018,7324,164.4,3319,2.393471538452951
12019,14429,489.1,6195,2.8364248227234485
12020,33456,444.9,14615,2.815248542346082
12022,591,18.3,390,2.738888888888889
12023,2134,37.1,1016,2.523097319468037
12025,5404,149.0,3166,2.4397868117097263
12027,3815,531.7,1552,2.659858695006828
12028,929,41.2,335,2.4033329379670265
12029,1104,55.0,724,3.091891891891892
12032,853,9.6,1302,2.750769230769231
12033,7924,293.7,3289,2.7928626842513578
12035,856,137.4,370,2.2975697760798046
12036,224,30.2,200,2.7142248117095353
12037,4444,144.1,2381,3.8173613872512577
12040,163,124.8,77,2.275120613229496
12041,638,403.3,237,1.8063687781553344
12042,196,45.1,130,3.1805405405405405
12043,8171,132.3,3445,2.900326797385621
12045,475,647.2,270,2.6875940657923025
12046,1025,66.8,431,2.375664500886001
12047,20935,2371.0,10197,3.120343432909955
12051,6421,301.1,2001,2.5240774011133036
12052,1597,52.7,792,2.42
12053,4621,74.7,1596,2.500056536782831
12054,16649,1077.7,7010,2.5535659034653464
12056,2743,152.3,994,2.363230579252059
12057,2036,57.9,885,2.88
12058,1656,86.1,806,3.2425047438330172
12059,1657,63.9,1024,2.9627849926025216
12060,1551,45.0,1012,3.25829148392055
12061,9325,463.3,3964,2.6144980934835695
12062,1730,59.7,828,2.4682798308257645
12063,400,280.7,161,2.4788089406393867
12064,380,33.2,361,1.4550751816750946
12065,42868,1228.5,18687,2.9665135182894504
12066,1784,53.0,974,2.3761094674556213
12067,1635,76.4,624,2.66756514970199
12068,3083,100.1,1468,2.0459451622257308
12069,213,374.5,128,3.0843076923076924
12070,1860,151.9,712,2.091176799493048
12071,398,43.1,226,2.2954869358669834
12072,2884,59.9,1196,2.0918157707967575
12074,2895,81.2,1475,2.8789391306491168
12075,2850,72.5,1407,3.317266363748004
12076,1514,20.2,1520,2.359306625055124
12077,6823,676.5,2928,2.9218759406794965
12078,23381,215.5,12379,2.0841543989799467
12083,3760,87.2,1791,2.2425364207557386
12084,4959,1374.8,2306,3.548004741209008
12086,1505,248.4,892,2.606149836692559
12087,1053,53.5,356,1.6503296614397238
12090,6139,107.7,2941,2.552836906294978
