zipcode,total_accounting,total_airport,total_amusement_park,total_art_gallery,total_atm,total_bakery,total_bank,total_bar,total_beauty_salon,total_bicycle_store,total_book_store,total_bowling_alley,total_cafe,total_campground,total_car_dealer,total_car_rental,total_car_repair,total_car_wash,total_casino,total_cemetery,total_church,total_clothing_store,total_convenience_store,total_courthouse,total_dentist,total_department_store,total_doctor,total_drugstore,total_electrician,total_electronics_store,total_finance,total_fire_station,total_florist,total_food,total_funeral_home,total_furniture_store,total_gas_station,total_general_contractor,total_grocery_or_supermarket,total_gym,total_hair_care,total_hardware_store,total_health,total_home_goods_store,total_hospital,total_insurance_agency,total_jewelry_store,total_laundry,total_library,total_liquor_store,total_local_government_office,total_locksmith,total_lodging,total_meal_delivery,total_meal_takeaway,total_movie_rental,total_movie_theater,total_moving_company,total_museum,total_natural_feature,total_night_club,total_painter,total_park,total_parking,total_pet_store,total_pharmacy,total_place_of_worship,total_plumber,total_post_office,total_primary_school,total_real_estate_agency,total_restaurant,total_roofing_contractor,total_route,total_rv_park,total_school,total_shoe_store,total_shopping_mall,total_spa,total_stadium,total_storage,total_store,total_subpremise,total_supermarket,total_tourist_attraction,total_train_station,total_transit_station,total_travel_agency,total_university,total_veterinary_care,total_zoo,total_open_now_False,total_open_now_True,total_open_now_nan,mean_price_level,mean_rating,mean_user_ratings_total,population,population_density_square_miles,housing_units,price_level*rating,user_ratings_total_per_capita,rating_weighed_population_density,log_home_price_to_income_ratios
10017,0,0,0,0,0,4,0,8,0,0,1,0,24,0,0,0,0,0,0,0,0,10,5,0,0,0,0,5,0,8,1,0,1,55,0,1,0,0,0,0,0,1,5,7,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,0,0,0,0,4,1,0,0,0,62,0,0,0,1,1,0,0,0,0,49,35,4,2.1129032258064515,3.939772727272727,642.0909090909091,15801,49849.9,12650,8.324358504398827,0.040636093227701356,196397.2764772727,1.60907708000547
12845,0,0,0,0,1,6,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,46,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,27,12,7,1.807692307692308,4.07391304347826,303.5652173913044,4647,104.9,3743,7.36438127090301,0.06532498760303515,427.3534782608695,1.4363744564189398
12524,0,0,0,0,0,7,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,3,2,0,0,2,0,1,0,3,1,0,0,33,0,1,1,0,3,0,0,2,1,3,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,24,0,0,0,0,1,1,0,0,0,27,0,1,0,0,0,0,0,0,0,23,21,2,1.71875,4.315217391304347,473.1739130434783,15964,984.5,6378,7.416779891304346,0.029640059699541362,4248.331521739129,1.241653229405925
13143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,1,1.6,3.75,404.5,2706,62.6,1255,6.0,0.14948263118994826,234.75,0.5054457758956674
13832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,5.0,4.0,663,23.9,344,,0.006033182503770739,119.5,0.5906316170343501
13754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,9,2,3,1.2,4.107142857142857,63.35714285714285,3233,40.6,2272,4.928571428571428,0.019597012946842823,166.75,1.0815522660930958
14534,0,0,0,0,0,4,0,4,0,1,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,17,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,22,3,1,1.8,4.392307692307694,235.6923076923077,31303,968.1,12388,7.906153846153849,0.007529384010871409,4252.1930769230785,0.7982232784319859
12540,0,1,0,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,22,0,0,1,0,2,0,1,0,2,1,0,0,0,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0,18,13,4,1.5714285714285714,4.137142857142857,160.71428571428572,8071,236.9,2942,6.501224489795918,0.01991256172894136,980.0891428571429,1.0900481946059661
11941,0,0,0,0,0,4,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,17,0,2,0,1,2,0,0,0,1,5,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,0,0,0,16,7,6,1.5555555555555556,4.137931034482758,56.17241379310346,2004,815.7,793,6.4367816091954015,0.02803014660334504,3375.310344827586,1.5132601328584645
14903,0,0,0,0,1,4,0,5,0,0,1,0,7,0,0,0,1,0,0,0,0,5,3,0,0,3,0,0,0,3,1,0,0,28,0,4,3,1,2,0,0,1,0,9,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0,32,11,0,1.6,4.2372093023255815,258.06976744186045,7584,363.4,3604,6.779534883720931,0.03402818663526641,1539.8018604651163,0.6944327287452595
11777,0,0,0,0,0,3,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,6,2,0,0,0,0,1,0,0,0,0,0,38,0,2,0,0,2,0,0,0,4,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,32,13,6,1.84,4.12156862745098,185.0,8951,2048.8,3669,7.5836862745098035,0.020668081778572225,8444.269803921568,1.539676888214866
12047,0,0,0,0,3,3,0,5,0,1,0,0,7,0,0,0,0,0,0,0,0,2,8,0,0,0,0,1,0,0,3,0,0,34,0,1,3,1,5,0,0,0,1,2,0,0,0,0,0,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,25,0,2,0,0,0,0,0,0,0,19,22,3,1.2857142857142858,4.1454545454545455,98.3409090909091,20935,2371.0,10197,5.32987012987013,0.004697440128536379,9828.872727272726,1.1379430704142477
13903,0,0,0,0,0,2,0,3,0,2,0,0,3,0,0,0,2,0,0,0,0,1,5,0,0,0,0,3,0,1,0,0,0,22,0,1,0,0,2,0,0,0,3,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,24,8,1,1.5333333333333334,4.087878787878788,166.54545454545453,18496,467.0,8653,6.268080808080809,0.009004403900597672,1909.039393939394,0.8900375062662208
11210,0,0,0,0,0,4,0,1,0,1,0,0,10,0,0,0,1,0,0,0,0,6,3,0,0,3,0,2,0,3,3,0,0,34,0,3,0,0,1,0,0,0,2,4,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,4,0,0,0,0,30,0,0,0,0,0,0,0,0,0,19,31,0,1.3428571428571427,4.063999999999999,326.3,67040,40836.5,24128,5.457371428571427,0.0048672434367541765,165959.53599999996,2.246568578041715
13063,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1.0,4.3,222.5,1988,57.2,784,4.3,0.1119215291750503,245.96,0.6139303297598052
11096,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,4,0,0,0,0,1,0,0,0,0,0,26,0,0,0,1,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,9,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,0,0,0,16,14,6,1.3,3.8527777777777774,113.80555555555556,8311,6727.8,2654,5.008611111111111,0.013693364884557281,25920.71833333333,1.8895895499420383
10006,0,0,0,0,0,2,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,2,1,0,0,31,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,15,25,6,1.8965517241379308,3.8521739130434787,320.8478260869565,3454,37014.1,2343,7.305847076461769,0.09289166939402331,142584.75043478262,1.8672309153461388
13746,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,4.4,45.0,2000,72.1,1063,4.4,0.0225,317.24,0.6733934518237127
13670,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,1.0,3.425,20.75,434,6.0,370,3.425,0.0478110599078341,20.549999999999997,0.6934129163476643
13775,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,6,2.0,2.12,16.0,1769,33.3,1011,4.24,0.009044657998869417,70.596,1.0813385710742687
11580,0,0,0,0,0,2,0,4,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,28,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,5,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,27,1,1.68,4.145714285714287,237.8,43714,11210.5,13804,6.964800000000001,0.00543990483597932,46475.53000000001,1.2804465308603943
11233,0,0,0,0,0,3,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,40,0,0,0,0,9,0,0,1,2,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,8,35,5,1.68,3.9854166666666657,209.0625,76819,56952.7,32088,6.695499999999998,0.002721494682305159,226980.2397916666,2.9278671709780837
12921,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,1,1.0,2.825,34.25,2464,74.2,1127,2.825,0.013900162337662338,209.615,0.5526415669750857
13116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1.3333333333333333,4.466666666666667,165.33333333333334,3504,2652.8,1531,5.955555555555556,0.04718417047184171,11849.173333333334,0.8731227580824505
11542,0,0,0,0,0,6,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,4,7,0,0,0,0,5,0,1,0,0,0,51,0,1,0,0,3,0,0,2,6,5,0,0,0,0,0,1,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,1,0,0,0,19,41,2,1.59375,4.1096774193548375,102.64516129032258,27773,4169.3,10690,6.549798387096772,0.003695861494628689,17134.478064516126,1.8386519224012987
12858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,4.9,47.0,113,11.5,354,,0.415929203539823,56.35,1.5778895546991745
10019,0,0,0,0,1,11,0,19,0,0,0,0,31,0,4,0,3,0,0,0,0,16,5,0,0,0,0,0,0,2,2,0,1,90,0,3,0,1,5,0,0,0,6,8,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,49,0,0,0,0,5,1,0,0,0,79,0,3,1,0,0,0,0,0,0,45,72,6,2.1041666666666665,4.108943089430895,682.2926829268292,43703,62718.5,33077,8.64590108401084,0.015612033108180885,257706.74715447158,2.2284389827422664
11964,0,0,0,1,0,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,15,0,2,1,0,5,0,0,0,1,3,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,24,0,2,0,0,0,0,0,0,0,20,0,10,2.4,3.293333333333333,31.63333333333333,2054,219.1,2358,7.903999999999999,0.015400843881856538,721.5693333333332,2.3301860483632995
10305,0,0,0,0,0,6,0,7,0,1,0,0,8,0,1,0,2,0,0,0,0,3,5,0,0,1,0,4,0,1,0,0,1,40,0,2,0,0,5,0,0,0,4,2,0,0,0,0,0,3,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,0,0,0,26,0,2,0,0,0,0,0,0,0,13,37,0,1.827586206896552,4.2139999999999995,193.0,42298,10631.3,16068,7.701448275862069,0.004562863492363705,44800.29819999999,1.7507635057323128
14784,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,6,2.0,2.9384615384615387,110.6153846153846,1040,35.9,611,5.876923076923077,0.10636094674556211,105.49076923076923,0.5127425148150002
14826,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,2,5,,3.358333333333333,16.583333333333332,2000,32.9,1120,,0.008291666666666666,110.48916666666665,0.5309371565774245
14224,0,0,0,0,0,2,0,4,0,0,0,0,5,0,0,0,1,0,0,0,0,3,6,0,0,0,0,4,0,3,0,0,0,36,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,25,0,1,0,0,0,0,0,0,0,38,7,1,1.4166666666666667,4.160869565217392,349.60869565217394,40590,2002.1,18872,5.894565217391306,0.008613173088252622,8330.47695652174,0.8023266051726254
11040,0,0,0,0,0,7,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,6,6,0,0,2,0,4,0,3,1,0,0,41,0,2,0,0,1,0,0,1,4,4,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,31,0,0,0,0,0,0,0,0,0,15,40,0,1.7777777777777777,4.138181818181817,371.94545454545454,41877,8749.4,13223,7.356767676767674,0.008881855303518746,36206.607999999986,1.5929166504576444
12122,0,0,0,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,13,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,3,2,1.5,4.071428571428571,175.4285714285714,4313,39.9,2868,6.107142857142857,0.040674373157563504,162.45,0.9055001040666361
13363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,4.4,195.0,2279,107.6,1036,8.8,0.08556384379113646,473.44,0.5775888399256732
13810,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,4.9,42.0,1114,27.8,677,,0.03770197486535009,136.22000000000003,0.9042368075303424
10466,0,0,0,0,0,3,0,1,0,0,0,0,4,0,1,0,1,0,0,0,0,2,4,0,0,0,0,4,0,2,0,0,1,33,0,2,0,0,1,0,0,1,5,2,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,25,0,0,0,0,1,0,0,0,0,25,0,1,0,0,0,0,0,0,0,14,31,1,1.2916666666666667,3.739130434782609,166.2391304347826,72479,35994.6,25110,4.829710144927537,0.002293617881521304,134588.5043478261,2.1055276016011506
12110,0,0,0,0,0,6,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,17,21,0,1.6875,4.336842105263159,347.4210526315789,22041,1500.7,7823,7.318421052631581,0.015762490478271354,6508.298947368423,1.1210247462992287
12918,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,2,2,5,1.0,2.577777777777777,17.666666666666668,2208,56.5,1047,2.577777777777777,0.0080012077294686,145.64444444444442,0.7839795956548619
10594,0,0,0,0,0,4,0,1,0,1,0,0,2,0,0,0,1,0,0,0,0,2,3,0,0,0,0,3,0,0,1,0,0,27,0,0,0,0,4,0,0,0,3,2,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,0,0,0,0,13,23,2,1.55,4.1184210526315805,117.92105263157896,5215,2086.6,1667,6.38355263157895,0.02261189887470354,8593.497368421056,1.4414039037680015
14860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,3,1,2,1.5,4.583333333333333,163.33333333333334,1182,56.3,932,6.875,0.13818386914833616,258.04166666666663,0.8994266630977852
12969,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,2.3,23.0,410,4.2,606,,0.05609756097560976,9.66,0.8450781036488907
14167,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,6,0,1,1.5,4.5,228.42857142857144,1621,43.0,789,6.75,0.14091830439763814,193.5,0.7317147737092039
11239,0,0,0,0,0,6,0,5,0,0,0,0,5,0,0,0,1,0,0,0,0,6,1,0,0,5,0,1,0,4,0,0,0,20,0,5,0,1,2,0,1,1,1,8,0,0,2,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,16,21,0,1.6333333333333333,3.764864864864864,972.3243243243244,13244,21455.7,6962,6.149279279279278,0.07341621295109668,80777.81108108106,2.913726059376029
14812,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,8,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,2,3,1.3333333333333333,3.0,97.54545454545456,3366,43.4,1420,4.0,0.028979635931507593,130.2,0.4112398141906687
12841,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,4.5,1505.0,107,6.3,319,9.0,14.065420560747663,28.349999999999998,2.0402208285265546
13335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1.0,2.0,29.75,1519,39.8,726,2.0,0.019585253456221197,79.6,0.8351554735614783
14305,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,1,19,0,2,0,0,0,0,0,0,0,14,11,6,1.1333333333333333,3.7903225806451615,84.0,16683,2032.1,8422,4.295698924731183,0.005035065635677036,7702.314516129032,0.7722071888345304
14816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,1,1,1.0,3.58,17.4,604,156.9,202,3.58,0.02880794701986755,561.702,0.2581975917726452
13321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1.0,4.55,130.0,917,1136.6,500,4.55,0.14176663031624864,5171.53,0.47691934684158405
13026,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12,1,3,2.0,3.9125,68.875,1734,61.6,865,7.825,0.03972029988465975,241.01000000000002,0.9111002047082095
11581,0,0,0,0,0,3,0,4,1,0,1,0,6,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,7,1,0,0,24,0,5,0,1,2,0,1,1,0,8,0,0,2,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,27,0,1,0,0,0,0,0,1,0,12,30,0,1.6176470588235294,4.035714285714286,1364.0238095238094,21275,7791.5,7233,6.5283613445378155,0.06411392759218845,31444.267857142855,1.4263807910611919
