zipcode,total_accounting,total_airport,total_amusement_park,total_art_gallery,total_atm,total_bakery,total_bank,total_bar,total_beauty_salon,total_bicycle_store,total_book_store,total_bowling_alley,total_cafe,total_campground,total_car_dealer,total_car_rental,total_car_repair,total_car_wash,total_casino,total_cemetery,total_church,total_clothing_store,total_convenience_store,total_courthouse,total_dentist,total_department_store,total_doctor,total_drugstore,total_electrician,total_electronics_store,total_finance,total_fire_station,total_florist,total_food,total_funeral_home,total_furniture_store,total_gas_station,total_general_contractor,total_grocery_or_supermarket,total_gym,total_hair_care,total_hardware_store,total_health,total_home_goods_store,total_hospital,total_insurance_agency,total_jewelry_store,total_laundry,total_library,total_liquor_store,total_local_government_office,total_locksmith,total_lodging,total_meal_delivery,total_meal_takeaway,total_movie_rental,total_movie_theater,total_moving_company,total_museum,total_natural_feature,total_night_club,total_painter,total_park,total_parking,total_pet_store,total_pharmacy,total_place_of_worship,total_plumber,total_post_office,total_primary_school,total_real_estate_agency,total_restaurant,total_roofing_contractor,total_route,total_rv_park,total_school,total_shoe_store,total_shopping_mall,total_spa,total_stadium,total_storage,total_store,total_subpremise,total_supermarket,total_tourist_attraction,total_train_station,total_transit_station,total_travel_agency,total_university,total_veterinary_care,total_zoo,total_open_now_False,total_open_now_True,total_open_now_nan,mean_price_level,mean_rating,mean_user_ratings_total,population,population_density_square_miles,housing_units,price_level*rating,user_ratings_total_per_capita,rating_weighed_population_density,log_home_price_to_income_ratios
14870,0,0,0,0,0,2,0,4,0,0,0,0,5,0,0,0,2,0,0,0,0,2,2,0,0,2,0,0,0,2,0,0,0,22,0,2,2,1,6,0,0,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,25,0,1,0,0,0,0,0,0,0,24,10,0,1.3333333333333333,4.138235294117647,243.17647058823533,9565,156.0,4311,5.5176470588235285,0.02542357246087144,645.5647058823529,0.7845359707944128
11417,0,0,0,0,0,2,0,3,0,0,0,0,5,0,0,0,1,0,0,0,0,1,3,0,0,1,0,2,0,2,0,0,0,27,0,2,0,0,0,0,0,2,3,4,0,0,0,0,0,3,0,0,0,12,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,14,24,0,1.375,4.16578947368421,341.2105263157895,31927,28529.5,9764,5.727960526315789,0.010687209143226406,118847.89078947368,1.8814857659938093
10462,0,0,0,0,0,4,0,3,0,0,0,0,12,0,0,0,1,0,0,0,0,4,5,0,0,2,0,4,0,5,1,0,0,38,0,5,0,0,1,0,0,2,4,5,0,0,2,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,2,0,0,0,1,33,0,1,0,0,0,0,0,0,0,19,33,2,1.55,4.0,451.72222222222223,76756,52066.9,31120,6.2,0.005885171481346373,208267.6,1.74470414235234
14206,0,0,0,0,1,0,0,3,0,0,0,0,3,0,0,0,2,0,0,0,0,0,9,0,0,1,0,4,0,1,2,0,0,35,0,0,0,0,4,0,0,0,4,2,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,25,15,3,1.4,4.0930232558139545,156.06976744186048,19869,4100.6,10479,5.730232558139536,0.007854938217417106,16783.851162790703,0.6624809292928885
12765,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,1,1,1.3333333333333333,3.671428571428572,38.0,1095,87.6,419,4.895238095238096,0.034703196347031964,321.6171428571429,0.9573539028860555
13827,0,0,0,0,0,4,0,5,0,0,1,0,7,0,0,0,2,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,37,0,2,1,0,5,0,0,1,2,5,0,0,4,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,31,0,3,0,0,0,0,0,0,0,44,7,3,1.2083333333333333,4.4,147.9259259259259,11315,123.7,5756,5.316666666666666,0.013073435786648333,544.2800000000001,0.68317910615434
12434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,1,2.0,3.4000000000000004,6.75,754,54.8,519,6.800000000000001,0.008952254641909815,186.32000000000002,1.0212524666567846
13668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,4,1.25,3.2384615384615385,63.53846153846154,3291,89.5,1612,4.048076923076923,0.019306733983124137,289.8423076923077,0.4110471612816154
12577,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,5,1,1.6666666666666667,4.675,74.5,1972,335.9,663,7.791666666666667,0.0377789046653144,1570.3324999999998,0.7870954863676769
13316,0,0,0,0,2,2,0,5,0,0,0,1,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,19,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,11,5,1.4285714285714286,3.75,70.95833333333333,6179,38.1,3110,5.357142857142858,0.011483789178399956,142.875,0.8740268066135972
13630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,1.0,4.74,98.6,1451,30.2,611,4.74,0.06795313576843556,143.148,0.7223858632874717
13210,0,0,0,0,0,7,0,4,0,2,2,0,19,0,0,0,2,0,0,0,0,5,2,0,0,0,0,2,0,0,1,0,0,47,0,0,0,0,5,0,0,1,3,1,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0,0,0,0,1,0,0,0,0,33,0,3,0,0,0,0,0,0,0,31,25,2,1.5384615384615383,4.182758620689655,171.6206896551724,28234,6183.4,9735,6.435013262599469,0.0060785113570578884,25863.669655172413,1.5780217162007215
13680,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,10,1,6,1.6666666666666667,3.7235294117647055,57.29411764705882,1460,41.5,564,6.205882352941176,0.039242546333601934,154.52647058823527,0.8477989879346489
12017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,4.6,9.0,376,18.8,319,,0.023936170212765957,86.47999999999999,1.297730334156099
13473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1.3333333333333333,4.625,126.875,642,13.9,435,6.166666666666666,0.1976246105919003,64.28750000000001,0.6304914988136785
11568,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,2,1,3,2.0,1.5833333333333333,118.16666666666669,4704,526.5,1208,3.1666666666666665,0.025120464852607712,833.625,2.3420231296517193
11756,0,0,0,0,0,2,0,7,0,0,0,0,6,0,0,0,2,0,0,0,0,3,5,0,0,1,0,3,0,4,0,0,0,33,0,4,0,2,2,0,0,1,3,9,0,0,0,1,0,0,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,13,31,1,1.6756756756756757,4.188888888888889,331.93333333333334,43099,7803.9,13823,7.019219219219219,0.007701648143421735,32689.670000000002,1.140716520246969
11951,0,0,0,0,2,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,2,2,0,0,27,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,14,14,9,1.3333333333333333,3.6054054054054063,65.37837837837836,12391,1846.0,5129,4.807207207207208,0.005276279426872598,6655.57837837838,1.158017077037896
12780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,1,2,,2.085714285714286,3.1428571428571432,2097,88.0,1054,,0.001498739696164589,183.54285714285714,1.2999707082817464
14714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,1.5,4.2,330.2,582,32.0,352,6.300000000000001,0.5673539518900343,134.4,0.5282725373697112
10463,0,0,0,0,0,5,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,4,5,0,0,2,0,5,0,4,0,0,0,43,0,5,0,0,3,0,0,3,5,7,0,0,1,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,0,0,0,0,0,1,0,0,0,34,0,0,0,0,0,0,0,0,0,15,40,1,1.7111111111111108,4.046428571428572,391.41071428571433,71360,49208.9,29973,6.9238888888888885,0.005485015614990391,199120.29892857146,1.5909768043277501
14522,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,15,4,1,1.1666666666666667,4.025,146.0,9231,197.2,4323,4.695833333333334,0.01581627125988517,793.73,0.8690202820658209
13905,0,0,0,0,0,5,0,8,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,31,0,2,0,0,2,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,30,10,2,1.4090909090909092,4.266666666666667,352.19047619047615,26194,968.4,13278,6.012121212121213,0.013445463701247468,4131.84,1.0039211847872822
14743,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,2,1,1.0,3.8333333333333335,55.5,1780,41.0,965,3.8333333333333335,0.031179775280898877,157.16666666666669,0.5065599986635275
12814,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,7,2,1.75,4.28,122.3,1354,29.8,1728,7.49,0.09032496307237814,127.54400000000001,1.8335084159557409
12581,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,8,0,0,1,3,1,0,0,1,2,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,13,2,8,1.6666666666666667,3.6521739130434776,15.26086956521739,2313,57.2,1284,6.08695652173913,0.006597868380984605,208.90434782608693,1.3043166986104693
12792,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,2,1.5,3.84,32.6,205,60.4,232,5.76,0.15902439024390244,231.93599999999998,1.6884611851496305
13621,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,2.0,1.8166666666666664,174.83333333333337,469,17.2,310,3.633333333333333,0.3727789623312012,31.246666666666663,0.5246742415920629
10988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1.0,4.65,108.0,889,286.2,414,4.65,0.12148481439820022,1330.8300000000002,1.0383076851294049
12533,0,0,0,0,2,4,0,2,1,0,0,0,8,0,0,0,2,0,0,0,0,1,5,0,0,0,0,2,0,1,3,0,0,38,0,0,3,0,2,0,1,2,3,3,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,28,23,1,1.6666666666666667,4.103846153846154,122.19230769230771,25406,522.6,9592,6.839743589743591,0.004809584652928745,2144.6700000000005,1.2015585669475577
12737,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,4,1,2,,3.871428571428571,18.142857142857142,1782,49.8,1295,,0.010181176847843514,192.79714285714283,0.8983125185705096
11364,0,0,0,0,0,3,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,29,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,4,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,0,0,0,0,9,28,2,1.5714285714285714,3.951282051282051,133.71794871794873,36806,14915.3,14231,6.209157509157508,0.00363304756610196,58934.55717948717,1.9458804593865735
11934,0,0,0,0,1,2,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,2,5,0,0,0,0,2,0,1,1,0,0,33,0,1,1,0,4,0,0,1,3,6,0,0,0,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,27,0,2,0,0,0,0,0,0,0,21,19,6,1.5,3.965217391304348,100.1304347826087,8006,1712.9,2758,5.947826086956522,0.012506924154710055,6792.020869565218,1.3794590938523448
12766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,4,1.0,4.155555555555555,34.55555555555556,452,56.2,315,4.155555555555555,0.0764503441494592,233.5422222222222,0.9852943932337321
12442,0,0,0,0,0,3,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,13,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,13,5,1,1.5,4.063157894736842,214.578947368421,785,23.7,1626,6.094736842105263,0.2733489775393898,96.29684210526315,2.0657534739676047
12529,0,0,0,0,1,0,0,3,0,0,1,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,1,14,0,0,2,0,1,0,0,1,0,3,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,19,4,4,1.5,3.6666666666666674,45.185185185185176,2730,41.4,1875,5.500000000000001,0.016551349884683215,151.8,1.330153067180765
11787,0,0,0,0,0,5,0,7,0,0,0,0,9,0,0,0,1,0,0,0,0,2,10,0,0,0,0,6,0,0,0,0,1,46,0,2,0,0,2,0,0,1,6,4,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0,0,14,37,1,1.7435897435897436,4.157692307692306,199.28846153846158,34099,2270.4,12423,7.249309664694278,0.005844407799010574,9439.624615384613,1.3520624196761892
14754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,4.1,101.0,594,35.8,379,4.1,0.17003367003367004,146.77999999999997,0.48174544712241874
13402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,2,,3.7400000000000007,49.4,1774,69.9,954,,0.027846674182638104,261.42600000000004,0.3606100203397235
14607,0,0,0,0,0,2,0,11,0,0,0,0,11,0,0,0,1,0,0,0,0,6,5,0,0,1,0,2,0,0,1,0,0,40,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0,36,15,0,1.7419354838709675,4.362745098039214,416.62745098039215,16750,9940.0,10545,7.59962049335863,0.0248732806555458,43365.68627450979,1.4265203488677598
13124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,1,2,,3.9,13.285714285714285,94,20.1,68,,0.14133738601823706,78.39,0.5923424814379797
12172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1.0,4.1,25.5,271,575.2,156,4.1,0.0940959409594096,2358.32,1.2801386786295423
10570,0,0,0,0,0,7,0,5,0,1,1,0,8,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,33,0,1,0,1,1,0,0,0,1,3,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,21,25,1,1.681818181818182,4.153191489361704,98.7872340425532,12893,1978.0,4409,6.984912959381048,0.007662082838947738,8215.01276595745,1.6025391473557267
14815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,4.4,193.0,811,46.8,685,4.4,0.2379778051787916,205.92000000000002,0.9346705308112446
12069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,,3.3000000000000003,19.0,213,374.5,128,,0.0892018779342723,1235.8500000000001,1.1263272212521211
11558,0,0,0,0,0,2,0,5,0,0,0,0,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,29,0,1,0,0,2,0,0,2,0,1,0,0,1,0,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,20,20,3,1.6363636363636365,4.2627906976744185,166.30232558139534,8217,5526.0,3121,6.975475687103595,0.02023881289782102,23556.181395348838,1.5507479929729702
12083,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,2,3,0,0,0,0,1,0,0,1,0,0,10,0,0,2,1,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,3,4,1.125,3.7000000000000006,42.22222222222222,3760,87.2,1791,4.1625000000000005,0.011229314420803783,322.64000000000004,0.807607555958611
11901,0,0,0,0,0,4,0,11,0,1,0,0,13,0,0,0,2,0,0,0,0,6,2,0,0,4,0,2,0,3,0,0,0,48,0,4,0,0,3,0,0,1,3,6,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,36,0,0,0,0,2,0,0,0,0,31,0,1,0,0,0,0,0,0,0,32,31,0,1.6666666666666667,4.247619047619047,334.5873015873016,27486,498.3,11924,7.079365079365078,0.012173008134588577,2116.588571428571,1.576747883458114
13659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.0,3.2,150.5,479,8.4,387,3.2,0.31419624217118997,26.880000000000003,0.5571086348108749
13801,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,1.0,3.875,81.0,1413,20.6,1055,3.875,0.05732484076433121,79.825,0.8479238083576617
13309,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,5,0,1.1428571428571428,4.142857142857143,135.0,5823,40.1,2769,4.73469387755102,0.023183925811437404,166.12857142857146,0.7052439636933732
13126,0,0,0,0,4,4,0,7,0,0,0,0,17,0,0,0,1,0,0,0,0,3,4,0,0,3,0,0,0,2,4,0,1,45,0,2,4,0,3,0,0,1,0,5,0,0,2,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1,1,0,0,0,32,0,2,0,0,0,0,0,0,0,36,22,1,1.4,4.288135593220339,204.27118644067798,36335,360.6,15703,6.003389830508475,0.005621884861447034,1546.3016949152543,0.7404000654104909
