zipcode,name,open_now,place_id,rating,user_ratings_total,price_level,searched_keyword,searched_zipcode,location_lat,location_lng,compound_code,global_code,art_gallery,atm,bakery,bank,bar,beauty_salon,bicycle_store,book_store,bowling_alley,cafe,car_dealer,car_repair,car_wash,clothing_store,convenience_store,dentist,department_store,drugstore,electronics_store,establishment,finance,florist,food,furniture_store,gas_station,general_contractor,grocery_or_supermarket,gym,hair_care,hardware_store,health,home_goods_store,hospital,insurance_agency,jewelry_store,laundry,liquor_store,locksmith,lodging,meal_delivery,meal_takeaway,movie_rental,movie_theater,moving_company,night_club,park,parking,pet_store,pharmacy,plumber,point_of_interest,premise,real_estate_agency,restaurant,school,shoe_store,shopping_mall,spa,storage,store,supermarket,tourist_attraction,veterinary_care
91303,Starbucks,True,ChIJ_RTrrSKcwoARnQMGyLOPHcg,3.9,72.0,2.0,coffee shops,91303,34.1919186,-118.6025405,"59RW+QX Canoga Park, Los Angeles, CA",856359RW+QX,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
91773,Walgreens,True,ChIJO7mu-TQvw4ARQFkKqUgVFyw,4.6,9.0,2.0,stores,91773,34.1058684,-117.8283678,"454C+8M San Dimas, California",8564454C+8M,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
90660,Clearman's Steak 'N Stein,True,ChIJZVS41ZrRwoAR_TOOyrxwhwE,4.6,1014.0,3.0,restaurant,90660,33.9975566,-118.0741743,"XWXG+28 Pico Rivera, California",8553XWXG+28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20310,WSS,True,ChIJE_jvo8E03YARMmVk0yI-2JU,4.2,305.0,,stores,90220,33.84704350000001,-118.2333301,"RQW8+RM Compton, California",8553RQW8+RM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
91303,Bed Bath & Beyond,True,ChIJ9fD1CRycwoARFcPs0Ivpixc,4.2,496.0,2.0,stores,91303,34.1894653,-118.5954422,"5CQ3+QR Canoga Park, Los Angeles, CA",85635CQ3+QR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28263,Catch 21 Salad Bar & Grill,True,ChIJV2uPL_19woAR_9X2v5M9Fwk,4.5,154.0,1.0,restaurant,91355,34.4409648,-118.5779608,"CCRC+9R Valencia, Santa Clarita, CA",8563CCRC+9R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90712,Collaborative Coffee Bar,True,ChIJf0qH3wEz3YARhDzrBtGMLiY,4.9,27.0,,coffee shops,90712,33.8467007,-118.1590101,"RRWR+M9 Lakewood, California",8553RRWR+M9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
90814,Aji Peruvian Cuisine,True,ChIJcyZ82ggx3YARgBN3dIRxXbc,4.4,324.0,2.0,restaurant,90804,33.7716238,-118.1641737,"QRCP+J8 Long Beach, California",8553QRCP+J8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
39180,HomeGoods,True,ChIJKYef-rpZwoARUReUfRg8Gz8,4.4,239.0,1.0,stores,93551,34.5950957,-118.1450002,"HVW3+2X Palmdale, California",8563HVW3+2X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
90018,Restaurante Y Pupuseria El Maná,True,ChIJfUtq1j-4woARDLyvWwenGIw,4.4,93.0,1.0,restaurant,90018,34.0257925,-118.3228687,"2MGG+8V Los Angeles, California",85632MGG+8V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90041,Starbucks,True,ChIJgQdhlu7DwoARsYmPiRuDrOc,4.2,83.0,2.0,coffee shops,90041,34.136349,-118.189358,"4RP6+G7 Los Angeles, California",85634RP6+G7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11351,7-Eleven,True,ChIJ2TalCxu-woAR17z9Wmcyzzs,4.5,10.0,1.0,stores,91602,34.15068040000001,-118.3786672,"5J2C+7G North Hollywood, Los Angeles, CA",85635J2C+7G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
90602,El Camino Mexican Grill,True,ChIJpzyO5XrRwoARlcG0WCcqD5Q,4.4,206.0,,restaurant,90606,33.9997821,-118.0560062,"XWXV+WH Whittier, California",8553XWXV+WH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
13705,Petit Trois,True,ChIJ__-vLymWwoARaHQj7e219pI,4.4,435.0,3.0,restaurant,91423,34.1483,-118.4315,"4HX9+8C Los Angeles, California",85634HX9+8C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
91765,Target,True,ChIJnWrCRIYsw4ARCIXQPRUTXjU,4.3,518.0,2.0,stores,91765,34.0049317,-117.8209538,"253H+XJ Diamond Bar, California",8564253H+XJ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
23391,Mandarin Taste,True,ChIJLz5kHWcsw4ARjARqh66oWjw,4.5,189.0,2.0,restaurant,91765,34.0180976,-117.810766,"259Q+6M Diamond Bar, California",8564259Q+6M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90036,99 Cents Only Stores,True,ChIJAWTjjzu5woARHERtQ_Fpoh8,3.9,89.0,1.0,stores,90036,34.0648063,-118.361566,"3J7Q+W9 Los Angeles, California",85633J7Q+W9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
17055,Starbucks,True,ChIJmwZyn76awoARYl3SBVz3ogI,4.3,53.0,2.0,coffee shops,91344,34.2725752,-118.5040049,"7FFW+29 Granada Hills, Los Angeles, CA",85637FFW+29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
90006,All Star Wireless - Verizon Premium Retailer,True,ChIJ23hQdXzHwoAR2GHi5_kaBno,3.1,21.0,,stores,90006,34.0522747,-118.3056666,"3M2V+WP Los Angeles, California",85633M2V+WP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
90405,Uplifters Kitchen,False,ChIJp4a8bRy7woAR-oEC6Kbwwlo,4.6,87.0,2.0,coffee shops,90405,34.0192564,-118.4554647,"2G9V+PR Santa Monica, California",85632G9V+PR,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
10822,Pieloon,True,ChIJb3OpboPNwoARIkfdl7WxvVQ,4.4,600.0,2.0,restaurant,90241,33.938303,-118.122207,"WVQH+84 Downey, California",8553WVQH+84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11688,Ernest's Couture,True,ChIJHZKTFKEt3YARhCAaedoXhBc,5.0,2.0,,stores,90701,33.8572845,-118.0847881,"VW48+W3 Artesia, California",8553VW48+W3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
14843,My Fish Stop,True,ChIJgSrbDqSXwoARYaMcQUwXJFw,4.4,74.0,,restaurant,91411,34.1723246,-118.4567753,"5GCV+W7 Sherman Oaks, Los Angeles, CA",85635GCV+W7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90277,Little Sister Redondo Beach,True,ChIJy3-ZtLxL3YARekYWKadZB5I,4.5,82.0,,restaurant,90277,33.8184146,-118.3868936,"RJ97+96 Redondo Beach, California",8553RJ97+96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
91006,Quickly Cafe,True,ChIJrxR9JCTawoARY3zWf8Pu0to,4.4,130.0,1.0,coffee shops,91006,34.1085836,-118.0248021,"4X5G+C3 Arcadia, California",85634X5G+C3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
91776,One One Dumpling,True,ChIJ-11fjirbwoARSVUWv8oSZ38,4.4,133.0,1.0,restaurant,91776,34.1020614,-118.109872,"4V2R+R3 San Gabriel, California",85634V2R+R3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90240,Pop's Cafe,False,ChIJ4wIOTurNwoAR6ScAi6cb6jU,4.6,506.0,1.0,restaurant,90240,33.9548231,-118.1332802,"XV38+WM Downey, California",8553XV38+WM,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
91780,Dai Ho Restaurant,False,ChIJHfhyO_nawoARLs8ITHVvEYY,4.4,135.0,1.0,restaurant,91780,34.1052757,-118.0692381,"4W4J+48 Temple City, California",85634W4J+48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
91040,Los Arcos,True,ChIJwdwLVlmTwoARNoaOKVL_eQI,4.2,113.0,1.0,restaurant,91040,34.2595614,-118.3165114,"7M5M+R9 Sunland-Tujunga, Los Angeles, CA",85637M5M+R9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
91765,AutoZone Auto Parts,True,ChIJh2AgtWcsw4ARJaYa2_9qamM,4.4,149.0,,stores,91765,34.0195197,-117.8108299,"259Q+RM Diamond Bar, California",8564259Q+RM,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
16733,Prego Pizzeria - Pizza Delivery Encino,True,ChIJD1E4SBGZwoAR4jFz1l8FvvE,5.0,37.0,,restaurant,91316,34.1591429,-118.4979497,"5G52+MR Encino, Los Angeles, CA",85635G52+MR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90057,Handi Kabab House,True,ChIJHRNZiArHwoARHy92gXJFuws,4.1,313.0,1.0,restaurant,90057,34.0613614,-118.2734747,"3P6G+GJ Los Angeles, California",85633P6G+GJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
91791,NORMS Restaurant,True,ChIJkX03CToow4ARarq4jfEYjA0,4.0,2739.0,1.0,restaurant,91791,34.0794176,-117.9081974,"33HR+QP West Covina, California",856433HR+QP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90710,Smile Thai,True,ChIJzWQSzJI13YAR9-6JNFJYcas,4.5,61.0,,restaurant,90710,33.7898739,-118.304766,"QMQW+W3 Los Angeles, California",8553QMQW+W3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
91367,Sushi Katsu-ya Woodland Hills,True,ChIJK9ukRSCcwoAR5c86_owdTJ8,4.4,234.0,2.0,restaurant,91367,34.1834599,-118.6051355,"59MV+9W Woodland Hills, Los Angeles, CA",856359MV+9W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90805,Sizzling Wok,True,ChIJBYWvT-Ey3YARhhpbr4Dt_Zg,4.6,67.0,,restaurant,90805,33.8605653,-118.1538664,"VR6W+6F Long Beach, California",8553VR6W+6F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
91733,Viva Zapata Restaurant & Cafe,True,ChIJZ2fBYo_QwoARlfC-JyoLWvs,4.5,36.0,,restaurant,91733,34.0629889,-118.0575111,"3W7R+5X South El Monte, California",85633W7R+5X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90291,Marine Layer,True,ChIJn_xJUce6woAR-U28WCYrHAg,4.5,4.0,,stores,90291,33.9913792,-118.4693034,"XGRJ+H7 Venice, Los Angeles, CA",8553XGRJ+H7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
90803,Super Mex,True,ChIJxb83Skow3YARsIPI-INAsGQ,4.4,482.0,1.0,restaurant,90803,33.7619548,-118.1383104,"QV66+QM Long Beach, California",8553QV66+QM,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
91020,CVS,True,ChIJ1XIETg7qwoAR6f1v0poSWAg,2.7,52.0,,stores,91020,34.2056813,-118.2209565,"6Q4H+7J Montrose, La Crescenta-Montrose, CA",85636Q4H+7J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
26501,Petco,True,ChIJuZRMoXaHwoARO6LL-uJKudM,4.3,334.0,2.0,stores,91350,34.4280969,-118.5383384,"CFH6+6M Saugus, Santa Clarita, CA",8563CFH6+6M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
90026,VanillaBlack,True,ChIJ_WfivxvHwoARMftxDqlZRAw,4.7,38.0,,coffee shops,90026,34.0780441,-118.2598776,"3PHR+62 Los Angeles, California",85633PHR+62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
90301,Charly's Restaurant,True,ChIJD4G09Ru3woARcQBxuidSYCU,4.6,330.0,1.0,restaurant,90301,33.9614609,-118.3623702,"XJ6Q+H3 Inglewood, California",8553XJ6Q+H3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90278,Papa Guido's Pizza,True,ChIJcRBqjIe0woARtYdUdiM6Lww,4.4,232.0,1.0,restaurant,90278,33.8687565,-118.3830188,"VJ98+GQ Redondo Beach, California",8553VJ98+GQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90247,Starbucks,True,ChIJBSGX4Z21woARbGhOFbOEgd8,3.9,194.0,2.0,coffee shops,90247,33.886692,-118.31685,"VMPM+M7 Gardena, California",8553VMPM+M7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
90015,Starbucks,True,ChIJcSWX7MnHwoARlguNu7E6VOs,4.5,102.0,2.0,coffee shops,90015,34.042273,-118.2598916,"2PRR+W2 Los Angeles, California",85632PRR+W2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
91011,Descanso Gardens Gift Shop,,ChIJLSoxaW7rwoARa7UpB5m5l_c,4.7,3.0,,stores,91011,34.2013033,-118.2100972,"6Q2Q+GX La Cañada Flintridge, California",85636Q2Q+GX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
90021,Dover Street Market Los Angeles,True,ChIJ8SY-aMjHwoARDRAFJJBWyMA,4.4,128.0,,stores,90021,34.037684,-118.231213,"2QQ9+3G Los Angeles, California",85632QQ9+3G,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
90301,Little Belize Restaurant,True,ChIJScaNJQK3woARnRf6dbNPtgw,4.5,369.0,1.0,restaurant,90301,33.9606872,-118.3525134,"XJ6W+7X Inglewood, California",8553XJ6W+7X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90712,G by GUESS,True,ChIJfeVn9vMy3YARF1enQHWrepo,4.3,47.0,3.0,stores,90712,33.8504037,-118.1390848,"VV26+59 Lakewood, California",8553VV26+59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
15652,Marino's Tacos,True,ChIJFb4pihzYwoARXYqMWxRdnvs,4.5,65.0,1.0,restaurant,91706,34.1064855,-117.9393912,"4346+H6 Irwindale, California",85644346+H6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
91744,Merritt's Ace Hardware,True,ChIJIxkcV0fWwoARKBzq8ouCFN8,4.6,1166.0,,stores,91744,34.044,-117.9488,"23V2+HF La Puente, California",856423V2+HF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
90045,Kohl's Westchester,True,ChIJTXZx7M2wwoARml-RPPsJ-7I,4.3,1317.0,1.0,stores,90045,33.9578014,-118.3969785,"XJ53+46 Westchester, Los Angeles, CA",8553XJ53+46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
90007,Starbucks,True,ChIJ0WwC5-PHwoARYROtu43n0vY,3.8,74.0,2.0,coffee shops,90007,34.0227087,-118.2813582,"2PF9+3F Los Angeles, California",85632PF9+3F,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
90016,T-Mobile,True,ChIJ837qZDC4woARxw_AlJ7V6hA,3.7,59.0,2.0,stores,90008,34.016591,-118.33563,"2M87+JP Los Angeles, California",85632M87+JP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
91754,Luminarias,True,ChIJPSu0Z5zFwoAR8OoHRw8Qqvo,4.3,1438.0,2.0,restaurant,91754,34.0605129,-118.1619125,"3R6Q+66 Monterey Park, California",85633R6Q+66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90028,Elbow Room,True,ChIJjbZu0Du_woARo6-7P6cIQ1M,4.8,191.0,,restaurant,90028,34.10092,-118.3293722,"4M2C+97 Los Angeles, California",85634M2C+97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
19032,The Green Olive,True,ChIJncoUa67KwoARDLx6d1ygKsQ,4.5,326.0,2.0,restaurant,90248,33.8572213,-118.2902145,"VP45+VW Gardena, California",8553VP45+VW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90713,Ralphs,True,ChIJ7SuGJXky3YARqZzB9cqosIc,4.3,412.0,2.0,stores,90713,33.8480144,-118.1155575,"RVXM+6Q Lakewood, California",8553RVXM+6Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
90021,Paramount Coffee Project,False,ChIJ__y7ZS_GwoARCsJglvPFR2g,4.1,81.0,,coffee shops,90011,34.0343629,-118.2415685,"2QM5+P9 Los Angeles, California",85632QM5+P9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
